id tweet	date	author	text	app	id user	followers	following	stauses	location	urls	geolocation	name	description	relation	user retweeted	first HT	lang	created_at
1582751177841659905	2022-10-19 15:11:01	javaladezm	El Rapto de las Sabinas, escultura realizada en un solo bloque de marmol blanco por Giambologna en el ano 1579. Esta obra maestra mide 4,10 metros de altura y muestra una perfecta anatomia del cuerpo humano. Piazza della Signoria, Florencia (#Italia) #BuenosDias #FelizMiercoles https://t.co/eLQgoXt9zu	Twitter for Android	213316111	170	234	24165	Mérida, Yucatán		None	Adalberto Valadez		retweeted	arteviajero_com	Italia	es	2010-11-08 16:03:38
1582751184494170121	2022-10-19 15:11:03	Soto1796	Descarga la aplicacion #vePOS y comienza su configuracion desde la plataforma Patria para la sincronizacion de las billeteras de bolivares y petros.\n\nContando con dos modalidades: por medio del codigo QR o mensaje de texto. #19Oct #FelizMiercoles https://t.co/tKwmDGQMIr	Twitter for Android	1566945880120463361	274	292	3748			None	Irana soto	Lic. en Educación. Comunicadora. Sígueme y te sigo. Amando hasta el infinito a mi amor eterno,	retweeted	SoyYuditha	vePOS	es	2022-09-06 00:26:40
1582751193042145280	2022-10-19 15:11:05	ursulaursula202	#19Oct Desde el momento en que hicimos la convocatoria se desbordo la grilla que habiamos preparado, y entonces se ha multiplicado el numero de actividades registradas y no registradas, indico Ernesto Villegas #PuebloUnidoYActivo #FelizMiercoles https://t.co/6qDHFDTwrV	Twitter for Android	1531634197974200322	155	82	18633			None	ursula rodriguez	100% chavista	retweeted	DIARIOVEAHOY	19Oct	es	2022-05-31 13:53:02
1582751193461567490	2022-10-19 15:11:05	Aerislink	#ALaAdministracionPorOposicion #LaPlazaNoSeRegala #IgualdadMeritoCapacidad \n#FelizMiercoles\nSi quieres funcionarios competentes, que hayan ganado su puesto gracias a aprobar una oposicion y dices NO AL REGALO DE PUESTOS DE FUNCIONARIOS, firma la adhesion:\nhttps://t.co/iIwJM3P3FE	Twitter Web App	1495168276246188048	6	120	257			None	Aeris	Humor y curiosidad infinita	retweeted	TamaraS98607236	ALaAdministracionPorOposicion	es	2022-02-19 22:49:24
1582751210687188992	2022-10-19 15:11:09	DQuiropractico	#Estreno de hoy #Miercoles en #SEXMEX con: @HaideUnique y @lucyandominus \n\na Haide le encanta que su amo Lucyan se la lleve al cuarto rojo y le practique el sexo salvajemente.\n\nhttps://t.co/8tX8LnUYU0\n\n#YosoySexmex \n#FelizMiercoles https://t.co/0WIWeQuXUT	Twitter for Android	1487304392940429316	319	868	45985	Distrito Federal, México		None	Donatelo Quiropráctico.	“Una mente sana en un cuerpo sano, es una descripción corta pero completa de un estado feliz en este mundo.”	retweeted	yosoysexmex	Estreno	es	2022-01-29 06:00:01
1582751214361796608	2022-10-19 15:11:10	Eloy17528	#19oct #INAMEHInforma Seguimiento de Ondas Tropicales #Reporte de las 05:15 HLV #FelizMiercoles https://t.co/JuD12sjlab	Twitter for Android	1570152775547232257	6	54	451			None	Eloy		retweeted	INAMEH	19oct	es	2022-09-14 20:49:47
1582751230572761088	2022-10-19 15:11:14	Guarico500	#FelizMiercoles Esta es la portada de hoy #19Oct de @CiudadTRU \n!La noticia en tus manos! #PuebloUnidoYActivo https://t.co/hKneR7V36o	Twitter for Android	1557800476753727489	181	19	38641			None	@Guarico500		retweeted	hablamegerardo	FelizMiercoles	es	2022-08-11 18:47:12
1582751231541641216	2022-10-19 15:11:14	JoseLuis0439471	"#FelizMiercoles\nEsconder la realidad detras de una moraleja ( ""el parto de los montes"" fabulas de Esopo) y no dedicar ni cinco minutos al dia internacional del cancer de mama, solo a un imbecil se le puede ocurrir.\n#LopezReyDelCash\n#LopezBasuraPresidencial https://t.co/mRPKLkmFpm"	Twitter for Android	1040434088350441472	4987	5419	68223	Metepec, México		None	@JoseLuis #𝔏𝔦𝔤𝔞𝔇𝔢𝔊𝔲𝔢𝔯𝔯𝔢𝔯𝔬𝔰	Orgullo por Mexico 🇲🇽 la oposición la hacemos todos #OposicionUnida  #LigaDeGerreros #SomosMéxico	tweet		FelizMiercoles	es	2018-09-14 02:56:31
1582751234108272642	2022-10-19 15:11:14	mrchllt	#FelizMiercoles que sea un gran dia! https://t.co/xYveaTQ4NV	Twitter for Android	1559711535399931904	76	321	782			None	El Sr Charles	Un hombre simple Al que twiter confunde con un bot :v	retweeted	YulianaEscobedo	FelizMiercoles	es	2022-08-17 01:19:53
1582751234465091586	2022-10-19 15:11:15	SeleneA25422911	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1544821019453579266	9	17	239			None	Selene Alonso		retweeted	Motivos14185270	FelizMiercoles	es	2022-07-06 23:10:53
1582751243960668161	2022-10-19 15:11:17	Mexxxikn0	Y con esto cerramos este hilo de #19octubre en #DeTodoComoEnBotica de @VaniTodoenElla \n\nLos leo manana! #FelizMiercoles 	Twitter for Android	2577674078	32493	7801	264220			None	Μ€ЖЖЖ #SØSM€Ж	Estoy en una edad q si no tienes la razón, te la doy tú te engrandeces y alardeas. Yo me rio y pienso q eres un p€nd€jo y todos Felices	retweeted	VaniTodoenElla	19octubre	es	2014-06-19 23:45:34
1582751249983672320	2022-10-19 15:11:18	GraaLpez	Que pq soy de @vox_es ?\n\nPq representan al 100% mis ideales y mis convicciones, sin enganos y diciendo lo mismo en toda Espana.\n\nComo lo hace en esta gran intervencion @Pepa_Millan. \n#FelizMiercoles \n#SoloQuedaVox \n#VoxCumple \nEscuchenla  https://t.co/z7qm7D33RZ	Twitter for iPhone	1893668203	9796	9847	157041	Asturias España		None	Jesús Graña López🟥🟨🟨🟥	Camionero jubilado. provida excepto para los traidores a españa afiliado a Vox y coordinador de zona viva Cristo Rey y Arriba España 🇪🇸🇪🇸	retweeted	CarlosJ65007537	FelizMiercoles	es	2013-09-22 12:47:55
1582751267281326081	2022-10-19 15:11:22	bahaismexicali	.\n\nNueva lona de 10 metros x 2 metros recien aprobada por la Asamblea Espiritual de los Baha'is de Mexicali para reemplazar el actual.  Sera colocada en la Justo Sierra, calle muy transitada de Mexicali, cerca a la cruce.\n\n @BahaiBIC #Bahai #Mexicali #UABC #FelizMiercoles \n\n. https://t.co/47KvBUJoJR	Twitter Web App	3213819332	330	427	7784	Mexicali, Baja California, Méx	['http://www.bahaismexicali.org']	None	Depto d Asuntos Externos de la Asamblea d Mexicali	Cuenta oficial de Twitter de la Comunidad Bahá'í de Mexicali, Baja California, México	tweet		Bahai	es	2015-05-17 17:04:57
1582751278824058880	2022-10-19 15:11:25	Carmegonzalezg1	#19Oct #INAMEHInforma Pronostico de Oleaje #FelizMiercoles https://t.co/GjF76L09Ia	Twitter for Android	1525630024497389568	699	281	73154			None	Carmegonzalez@gmail.con	Lucy	retweeted	DesurM_22	19Oct	es	2022-05-15 00:12:18
1582751291251765250	2022-10-19 15:11:28	Clebguarico	#19oct #INAMEHInforma Condiciones Meteorologicas para las proximas 24 horas #FelizMiercoles. https://t.co/BnqmWyOeF3	Twitter Web App	1407808718	8398	495	20504	San Juan de los Morros	['http://www.clebguarico.gob.ve']	None	CLEBG	Consejo Legislativo del estado Bolivariano de Guárico. Presidenta: Leg. Dayana Encinozo Vicepresidente: Mayker Álvarez. Instagram: @clebguarico	retweeted	INAMEH	19oct	es	2013-05-06 13:55:07
1582751292170342402	2022-10-19 15:11:28	elquepeca	"""Sin rencores, pero con memoria.""\n#FelizMiercoles https://t.co/Kny8YtqgTQ"	Twitter for Android	1358577290	2036	4614	10914	Costa Rica	['https://linktr.ee/enlace99']	None	Ernesto Arias	Siempre aprendiendo para mejorar...	retweeted	reynamadelayne	FelizMiercoles	es	2013-04-17 04:44:06
1582751315574554626	2022-10-19 15:11:34	MriamRamrez11	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1564394768049790976	67	130	147			None	Míriam Ramírez		retweeted	Motivos14185270	FelizMiercoles	es	2022-08-29 23:32:53
1582751322075729920	2022-10-19 15:11:35	Carmen56621707	" Javier Aroca @JavierArocaA: ""Los medios de comunicacion no estan ayudando a construir una democracia sana sino que estan torpedeando un Gobierno legitimo""\n\nVia: @_infoLibre\n#FelizMiercoles https://t.co/J0ZVBRDjMa"	Twitter for Android	1162048568745705472	56	121	20738			None	Carmen		retweeted	MiercolesRepubl	FelizMiercoles	es	2019-08-15 17:09:03
1582751344792047617	2022-10-19 15:11:41	MaElenaRR23	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1582481000830885888	34	69	5			None	MaElena		retweeted	Motivos14185270	FelizMiercoles	es	2022-10-18 21:17:47
1582751351989469184	2022-10-19 15:11:43	velajimenez69	Recuerda que esta tarde, como todos los miercoles a partir de las 19.00 h (18.00 h en Canarias), tuiteamos por la III Republica con el hashtag de @MiercolesRepubl, !suma tu voz!  #FelizMiercoles https://t.co/LrTd5dS2fs	Twitter for Android	3329908546	4350	5000	194838			None	JICKY	Humano, sin más 👍💜👍🔻. A los fachas ni agua 🟣🟣🟣🟣🟣🟣.	retweeted	MiercolesRepub5	FelizMiercoles	es	2015-06-16 17:16:33
1582751363624488960	2022-10-19 15:11:45	PodemPatraix	" Javier Aroca @JavierArocaA: ""Los medios de comunicacion no estan ayudando a construir una democracia sana sino que estan torpedeando un Gobierno legitimo""\n\nVia: @_infoLibre\n#FelizMiercoles https://t.co/J0ZVBRDjMa"	Twitter for Android	2571440996	1200	1164	4063			None	Podem Patraix	Mientras haya derechos por conquistar o defender, en Podem Patraix estaremos luchando para conseguir una sociedad más justa.  Twitter oficial de Podem Patraix.	retweeted	MiercolesRepubl	FelizMiercoles	es	2014-06-16 18:45:08
1582751365490569221	2022-10-19 15:11:46	j82442475	Buenos dias criaturas de Satanas!!!! Jajajajajajaja \n\n#FelizMiercoles  https://t.co/0ozyIdj4OW	Twitter for Android	1499139594733850625	227	1129	28989			None	Manuel Juárez		retweeted	GabySuccubusLat	FelizMiercoles	es	2022-03-02 21:48:48
1582751378128064512	2022-10-19 15:11:49	interdiario	MUERE MUJER AHOGADA AL INTENTAR CRUZAR EN TEMIXCO\n\n#FelizMiercoles #MitadDeSemana #DiaMundialDelCancerDeMama #Temixco #Noticias #UltimaHora #Morelos #ElEpicentroDeLaNoticia https://t.co/ItPGDVQYDS	WordPress.com	136330350	877	167	38373	Zona Oriente de Morelos	['http://www.interdiario.com.mx']	None	Interdiario	Interdiario de Cuautla, Agencia informativa del estado de Morelos, comprometidos con la información	tweet		FelizMiercoles	es	2010-04-23 16:40:16
1582751388941312001	2022-10-19 15:11:51	trabajodecente	Los sindicatos defienden la dignidad de la clase obrera, consiguen y resguardan las garantias y derechos laborales, construyen un mejor pais.\nAfiliate al Sindicato!!\n#FelizMiercoles https://t.co/U7qqng91pH	Twitter for Android	73567053	27406	16529	39041	Colombia	['http://www.ens.org.co']	None	Trabajo Decente	Iniciativa ciudadana para proponer mejores condiciones laborales  Colombia. @ENSColombia  Más info:https://t.co/axihaUQeF0	retweeted	Sintracarcol	FelizMiercoles	es	2009-09-12 04:10:26
1582751390056984576	2022-10-19 15:11:52	Jyoti95690875	#FelizMiercoles \n#RedAMLO \n#AMLOvers \nSi la vida no te sonrie... \n!Hazle cosquillas!  https://t.co/AUaigXwE4M	Twitter for Android	1408670753495535620	1035	4999	86261	Be Happy	['https://www.istockphoto.com/stock-photos']	None	ᴶʸᵒᵗⁱ ᴷᵘᵐᵃʳⁱ	🇱‌🇴‌🇻‌🇪‌  🇹‌🇴‌  🇦‌🇱‌🇱‌🇱‌🇱‌🇱‌🇱‌❤️❤️❤️❤️❤️❤️❤️❤️❤️❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤️❤❤❤❤❤️❤️❤️❤️❤️❤️❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤	retweeted	Gaby_4T	FelizMiercoles	es	2021-06-26 06:18:18
1582751424051810305	2022-10-19 15:12:00	gabospecial	Buenos dias criaturas de Satanas!!!! Jajajajajajaja \n\n#FelizMiercoles  https://t.co/0ozyIdj4OW	Twitter Web App	220089787	15	164	1085			None	gabospecial		retweeted	GabySuccubusLat	FelizMiercoles	es	2010-11-26 19:10:20
1582751431832268800	2022-10-19 15:12:02	VSVPRASAD13	!Buenas noches  Mundo ! #FelizMiercoles es #AnnaNystrom @annanystromof @AnnaNystromfanp https://t.co/lFrYLqsH33	Twitter for Android	1492864561430802433	2609	5012	288163	Machilipatnam		None	VSV PRASAD	seenier citigen	retweeted	TotoPrimario	FelizMiercoles	es	2022-02-13 14:14:45
1582751436995440640	2022-10-19 15:12:03	Cesar_DiazA	#FelizMiercoles que sea un bendecido dia y propongamos mejorar nuestra #ConvivenciaCiudadana para ser una mejor sociedad. Todo cambio inicia primero en nosotros  https://t.co/2WJ4dnGeqd	Twitter for Android	1219021935427903488	2445	1262	3313	Quito - Ecuador  		None	César Díaz Álvarez	Con vocación de servicio. Año 95 en el Cenepa y desde 2020 por Quito. #UnidosHacemosQuito  #TodoPorQuito	tweet		FelizMiercoles	es	2020-01-19 22:21:21
1582751442527752194	2022-10-19 15:12:04	chiquis0922	Concluyo en el CEN del PRI, la pasarela de l@s presidenciables @HijosDeMx \n\nPues que caray , sean serios no Ch!nguen \n\n#FelizMiercoles https://t.co/yurISWVBB6	Twitter for Android	959623676965588994	3471	3544	112669			None	Soy La Chiquis	Votar por Morena es tu sentencia de muerte.  #Nessios #Implacables #HijosDeMX	retweeted	Yaqui_23472138	FelizMiercoles	es	2018-02-03 03:04:48
1582751481769648129	2022-10-19 15:12:14	ruben_corella	Recuerda que esta tarde, como todos los miercoles a partir de las 19.00 h (18.00 h en Canarias), tuiteamos por la III Republica con el hashtag de @MiercolesRepubl, !suma tu voz!  #FelizMiercoles https://t.co/LrTd5dS2fs	Twitter for Android	1445494781946122255	1987	2005	24352	Declive Land 		None	wider than long ❤️💛💜🏳️‍🌈🐩🐱🌺🌈	Vividor en la Tierra ❤️💛💜✊👬🐩🐱🏳️‍🌈🎶🎨🌈🌏🚲📚 Quid pro quo	retweeted	MiercolesRepub5	FelizMiercoles	es	2021-10-05 21:03:37
1582751488916398080	2022-10-19 15:12:15	mamiblue2015	#FelizMiercoles @GinaGllgina1 @EYACAR65 @mtz_tt @akyoshi09 @CasLaaU @duky1107 @lasaguis @DaliaMRocha @Froggieland @Ariadnaarcinie6 @JohannaLizalde @PatyZavalat @rumabo1 @Negra_start @HELA_MORE @Marvinel3 @IsabelYsita @criswire282 @raquelgarzac @HuesitosDF @LETICIA777 @Janinah18 https://t.co/Js35bQ5qSZ	Twitter for iPhone	2371857025	2063	3496	140062	CDMX MÉXICO 		None	mamiblue🐶🦊🇲🇽	Cada vida es preciosa,corazón animalero, me gustan los perros 🐶 doy RT a animalitos perdidos y adopciones.Odio la injusticia en todas sus formas	retweeted	nydiacervera	FelizMiercoles	qme	2014-03-04 12:35:34
1582751510110556166	2022-10-19 15:12:20	Alejand79708612	Buenos dias...\n#FelizMiercoles https://t.co/3YdWWFbzKd	Twitter for Android	884815561850486784	1096	3965	53761	Quito, Ecuador		None	Alejandro 🇪🇨♋	Dale a tus seres queridos alas para volar, raíces para volver y razones para quedarse. Dalai Lama	retweeted	macapumu4384	FelizMiercoles	es	2017-07-11 16:44:03
1582751516498178049	2022-10-19 15:12:22	noticieristas	Que sea un #FelizMiercoles y recuerde pasarla !De lo mejor! 	Twitter for iPhone	1410104462522392577	7982	13	27294	Culiacán, Sinaloa	['http://www.losnoticieristas.com']	None	Los Noticieristas	Te presentamos lo más trascendente de Sinaloa y el mundo. Periodismo objetivo y con punto de vista ciudadano. #ObservandoEnVivo 🔴	retweeted	Noticierista	FelizMiercoles	es	2021-06-30 05:16:05
1582751517412818944	2022-10-19 15:12:22	Diomelisperdom1	#19Oct #INAMEHInforma Precipitaciones Totales Estimadas #FelizMiercoles. https://t.co/Cm60DBnJIE	Twitter for Android	1555218400422633473	126	285	1458			None	Diomelis perdomo		retweeted	INAMEH	19Oct	es	2022-08-04 15:46:01
1582751541043245056	2022-10-19 15:12:28	elhoroscopodel1	#FelizMiercoles #Leo  #HoroscopoSemanal  #amor     https://t.co/tNjoervPqh	El Horóscopo del Zodíaco	1332068017551896576	656	187	35685	Barcelona	['https://elhoroscopodelzodiaco.com/']	None	elhoroscopodelzodiaco	Web y App de El Horóscopo del Zodíaco. Con inéditas curiosidades y predicciones. Descarga gratis la App 👉 https://t.co/qGK78YmSZB, consulta 👀 https://t.co/dWUNaaqHM7	tweet		FelizMiercoles	und	2020-11-26 21:05:51
1582751546181267456	2022-10-19 15:12:29	juanalab24	#19Oct #INAMEHInforma Condiciones Meteorologicas proximas 24 Horas #FelizMiercoles https://t.co/PdSP68Hn5K	Twitter for Android	1529271094556905472	72	59	33065			None	@juanalab24	+esencia-apariencia=diferecia	retweeted	INAMEH	19Oct	es	2022-05-25 01:21:31
1582751545552097280	2022-10-19 15:12:29	Montero68502646	#Madrugadores | Sin importar el dia, nuestros uniformados de la @DSPyTEcatepec estan siempre listos  para defender la integridad y patrimonio de las familias de este gran municipio. Esta madrugada de #FelizMiercoles, presentaron su ya tradicional parte de novedades. https://t.co/bNZOteG8b0	Twitter for Android	1341165676870967297	25	28	3440			None	Montero		retweeted	FerVilchisMx	Madrugadores	es	2020-12-21 23:36:42
1582751560442216449	2022-10-19 15:12:32	Santos94301920	#Estreno de hoy #Miercoles en #SEXMEX con: @HaideUnique y @lucyandominus \n\na Haide le encanta que su amo Lucyan se la lleve al cuarto rojo y le practique el sexo salvajemente.\n\nhttps://t.co/8tX8LnUYU0\n\n#YosoySexmex \n#FelizMiercoles https://t.co/0WIWeQuXUT	Twitter for Android	1250276982824136708	175	1583	22839			None	Santos		retweeted	yosoysexmex	Estreno	es	2020-04-15 04:17:37
1582751573192892418	2022-10-19 15:12:35	Romy_bellaa	!Buenos dias!\n#FelizMiercoles https://t.co/t1dGHbnAXx	Twitter for Android	1553966096381870081	391	341	1076	México		None	Romy 🙂	Amooo todo lo que me rodea ❤️	retweeted	SaulGtrauma	FelizMiercoles	es	2022-08-01 04:54:19
1582751577873731584	2022-10-19 15:12:36	Weedcodm11	Estes donde estes, que sea siempre en buena compania #BuddhaSeeds\n#CannabisCommunity #FelizMiercoles https://t.co/OjR3NwnKjo	Twitter Web App	1536749181171384323	113	128	949			None	Feet rt		retweeted	BuddhaSeeds	BuddhaSeeds	es	2022-06-14 16:35:57
1582751593920753665	2022-10-19 15:12:40	iervobolo	El Rapto de las Sabinas, escultura realizada en un solo bloque de marmol blanco por Giambologna en el ano 1579. Esta obra maestra mide 4,10 metros de altura y muestra una perfecta anatomia del cuerpo humano. Piazza della Signoria, Florencia (#Italia) #BuenosDias #FelizMiercoles https://t.co/eLQgoXt9zu	Twitter for iPhone	1573177700000333824	4	14	867	Vatican City		None	pequeño carabobo	Carabobo, acerolo, imbécil social, de larga vida, diminuto jumblie, persona en prácticas, soy bueno tirando piedras a sobaquillo.	retweeted	arteviajero_com	Italia	es	2022-09-23 05:10:22
1582751604595314688	2022-10-19 15:12:43	ENoemiLescano1	Buenos dias Amigas y Amigos twitteros!!\nNingun dia es igual a otro, hagamos que este dia sea mucho mejor.\nFeliz dia de muchas bendiciones y alegrias.\n#BuenosDiasATodos \n#FelizMiercoles https://t.co/39zmqjzc1D	Twitter for Android	816413129714307072	6259	6861	70917	Buenos Aires, Argentina		None	E.Noemí Lescano	.Mujer Militante Pero nista.Docente.Catequista.Feliz 🌈✌	retweeted	GpeLC1108	BuenosDiasATodos	es	2017-01-03 22:37:13
1582751625659449344	2022-10-19 15:12:48	Mononoke_0o	 Primera recomendacion republicana de hoy:\n\n @Kerrymalamutter\n @oliverdmh96\n\n Retuitea este tuit\n Sigue a quien retuitee\n Sigue a quien te siga\n \n Campana de promocion y crecimiento de cuentas republicanas.\n \n !Salud y Republica!  #FelizMiercoles https://t.co/shgFUstkJ5	Twitter for Android	1536346945827942400	217	231	229	Ciudad De Hierro		None	Luna	Me da igual que la sociedad me llame monstruo, porque para él soy su princesa	retweeted	MiercolesRepubl	FelizMiercoles	es	2022-06-13 13:57:27
1582751632516820993	2022-10-19 15:12:49	mjosLozano	"""Reir nos hizo \nINVENCIBLES\nNo como \nlas que siempre ganan \nSi no como las que NUNCA SE RINDEN"" \n\n#Fridakalho \n\n MAS INVERSION \nMAS PREVENCION!\n\nNO TE RINDAS !\n\n#19Octubre #DiaMundialdelCancerdeMama #ElRosaEsMasQueUnColor #FelizMiercoles #CancerDeMama https://t.co/GTNlNLxlbK"	Twitter Web App	307021151	3500	1276	84896	 Galicia	['https://ticsenfle.blogspot.com/']	None	Mª José	Prof de FLE retraitée	retweeted	pepecampostruji	Fridakalho	es	2011-05-28 21:42:13
1582751637981974528	2022-10-19 15:12:51	Stephania050	#19Oct 1917, Se inaugura el Museo de Bellas Artes de Caracas. Disenada por el arquitecto Carlos Raul Villanueva. Es el museo de artes plasticas mas antiguo y uno de los mas importantes de #Venezuela. \n\n#ComisionDeUrbanismo\n#FelizMiercoles\n#PuebloUnidoYActivo. https://t.co/hXj70Gpbpr	Twitter for Android	1511521919954309128	8	11	624			None	Estefania Sosa		retweeted	comisionurbani1	19Oct	es	2022-04-06 01:51:38
